proposal_id,objective,family,family_name,class,overview,rationale,test_method,variation
B0042,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_gbpusd_h4
A0043,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_audjpy_h4;rsi_robust_usdjpy_h4;sca_gbpjpy_m15
B0043,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_audjpy_h4;rsi_robust_usdjpy_h4;sca_usdjpy_m15
A0044,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_audjpy_h4;sca_gbpjpy_m15;carry_audjpy_d1
B0044,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_audjpy_h4;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd
A0045,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_audjpy_h4;sca_usdjpy_m15;carry_audjpy_d1
B0045,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_audjpy_h4;sca_usdjpy_m15;pairtrade_eurusd_gbpusd
A0046,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_audjpy_h4;sca_usdjpy_m15;sca_gbpjpy_m15
B0046,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;pairtrade_eurusd_gbpusd;carry_audjpy_d1
A0047,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;pullback_audjpy_h4;carry_audjpy_d1
B0047,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;pullback_audjpy_h4;pairtrade_eurusd_gbpusd
A0048,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_eurusd_h1
B0048,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_gbpusd_h4
A0049,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4
B0049,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;pullback_audjpy_h4;sca_gbpjpy_m15
A0050,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;pullback_audjpy_h4;sca_usdjpy_m15
B0050,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_eurusd_h1;carry_audjpy_d1
A0051,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_eurusd_h1;pairtrade_eurusd_gbpusd
B0051,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4
A0052,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_eurusd_h1;sca_gbpjpy_m15
B0052,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_eurusd_h1;sca_usdjpy_m15
A0053,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_gbpusd_h4;carry_audjpy_d1
B0053,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_gbpusd_h4;pairtrade_eurusd_gbpusd
A0054,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_gbpusd_h4;sca_gbpjpy_m15
B0054,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_gbpusd_h4;sca_usdjpy_m15
A0055,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;carry_audjpy_d1
B0055,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;pairtrade_eurusd_gbpusd
A0056,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1
B0056,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_gbpusd_h4
A0057,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;sca_gbpjpy_m15
B0057,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;sca_usdjpy_m15
A0058,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;sca_gbpjpy_m15;carry_audjpy_d1
B0058,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd
A0059,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;sca_usdjpy_m15;carry_audjpy_d1
B0059,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;sca_usdjpy_m15;pairtrade_eurusd_gbpusd
A0060,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;sca_usdjpy_m15;sca_gbpjpy_m15
B0060,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pairtrade_eurusd_gbpusd;carry_audjpy_d1
